Uniprot ID	Compound Name	Binding
O00444	XMD-17-51	0
O14578	BI00036838	0
O14578	BI00601000	0
O14578	BI00645435	0
O14578	CA93.0	0
O14578	CCT241533	0
O14578	GSK1007102B	1
O14578	GSK1034945A	0
O14578	GSK114	0
O14578	GSK1173862A	0
O14578	GSK1229959A	0
O14578	GSK1307810A	0
O14578	GSK1325775A	0
O14578	GSK1383280A	0
O14578	GSK1383281A	0
O14578	GSK1389063A	0
O14578	GSK1487252A	0
O14578	GSK1520489A	0
O14578	GSK1558669A	0
O14578	GSK1576028A	0
O14578	GSK1581427A	0
O14578	GSK1581428A	0
O14578	GSK1649598A	0
O14578	GSK1660450B	0
O14578	GSK204919_KCGS	0
O14578	GSK2177277A	0
O14578	GSK2181306A	0
O14578	GSK2188764A	0
O14578	GSK223675A	0
O14578	GSK260205A	0
O14578	GSK507274A	0
O14578	GSK561866B	0
O14578	GSK614526A	0
O14578	GSK619487A	0
O14578	GSK840	0
O14578	GSK902056A	0
O14578	GSK938890A	0
O14578	GSK949675A	0
O14578	GW271431X	0
O14578	GW305178X	0
O14578	GW406108X	0
O14578	GW435821X_KCGS	0
O14578	GW440137A	0
O14578	GW440139A	0
O14578	GW441806A	0
O14578	GW493036X	0
O14578	GW494601A	0
O14578	GW494610A	0
O14578	GW552771X	0
O14578	GW557777X	0
O14578	GW579362A	0
O14578	GW581744X	0
O14578	GW589933X	0
O14578	GW622475X	0
O14578	GW693481X	0
O14578	GW694077X	0
O14578	GW695874X	0
O14578	GW696155X	0
O14578	GW709213X	0
O14578	GW767488X	0
O14578	GW777257X	0
O14578	GW778894X	0
O14578	GW779439X_PKIS1	0
O14578	GW780056X	0
O14578	GW780159X	0
O14578	GW786460X	0
O14578	GW801372X	0
O14578	GW810372X	0
O14578	GW810576X	0
O14578	GW830707A	0
O14578	GW835314X	0
O14578	GW855857X	0
O14578	GW857175X	0
O14578	GW868318X	0
O14578	GW869640X	0
O14578	GW869641X	0
O14578	GW872411X	0
O14578	GW876790X	0
O14578	JNK-IN-7	0
O14578	PFE-PKIS_21	0
O14578	PFE-PKIS_41	0
O14578	RO0281601-001	0
O14578	RO0282586-000	0
O14578	RO0282986-001	0
O14578	RO0283049-001	0
O14578	RO0283120-000	0
O14578	RO0317471-000	0
O14578	RO0317753-000	0
O14578	RO0318352-000	0
O14578	RO0318425-001	0
O14578	RO0318676-000	0
O14578	RO0319371-000	0
O14578	RO0320234-001	0
O14578	RO0320432-000	0
O14578	RO0320557-001	0
O14578	RO0480500-002	0
O14578	RO1155697-000	0
O14578	RO1166259-000	0
O14578	RO3202312-001	0
O14578	RO3206173-000	0
O14578	RO3303470-000	0
O14578	RO3303724-001	0
O14578	RO3304774-001	0
O14578	RO3305411-001	0
O14578	RO3305413-001	0
O14578	RO3308271-001	0
O14578	RO3309180-001	0
O14578	RO3310867-000	0
O14578	RO3311017-001	0
O14578	RO4367438-000	0
O14578	RO4367842-001	0
O14578	RO4442245-000	0
O14578	RO4493941-000	0
O14578	RO4503315-000	0
O14578	RO4602005-000	0
O14578	RO4624208-000	0
O14578	RO5027956-000	0
O14578	RO5033700-000	0
O14578	RO5036538-000	0
O14578	RO5036558-000	0
O14578	RO5040027-000	0
O14578	RO5043011-000	0
O14578	RO5043312-000	0
O14578	RO5045977-000	0
O14578	RO5067310-000	0
O14578	SB-219952	0
O14578	SB-220025-A	0
O14578	SB-220455	0
O14578	SB-221466	0
O14578	SB-222903	0
O14578	SB-223132	0
O14578	SB-223133	0
O14578	SB-226605	0
O14578	SB-226879	0
O14578	SB-236687	0
O14578	SB-238039-R	0
O14578	SB-239272	0
O14578	SB-242718	0
O14578	SB-242719	0
O14578	SB-249175	0
O14578	SB-250715	0
O14578	SB-251527	0
O14578	SB-264866	0
O14578	SB-284847-BT	0
O14578	SB-284851-BT	0
O14578	SB-284852-BT	0
O14578	SB-333613	0
O14578	SB-390526	0
O14578	SB-390530	0
O14578	SB-477794-AAA	0
O14578	SB-627772-A	0
O14578	SB-675259-M	0
O14578	SB-678557-A	0
O14578	SB-686709-A	0
O14578	SB-698596-AC	0
O14578	SB-725317	0
O14578	SB-731579	0
O14578	SB-732881	0
O14578	SB-732881-H	0
O14578	SB-747651A	0
O14578	SB-750140	0
O14578	SB-759335-B	0
O14578	SB-772077-B	0
O14578	TPKI-16	0
O14578	XMD-17-51	0
O14757	BI00036838	0
O14757	BI00601000	0
O14757	BI00645435	0
O14757	CA93.0	0
O14757	CCT241533	0
O14757	GSK1007102B	0
O14757	GSK1034945A	0
O14757	GSK114	0
O14757	GSK1173862A	0
O14757	GSK1229959A	0
O14757	GSK1307810A	0
O14757	GSK1325775A	0
O14757	GSK1383280A	0
O14757	GSK1383281A	0
O14757	GSK1389063A	0
O14757	GSK1487252A	0
O14757	GSK1520489A	0
O14757	GSK1558669A	0
O14757	GSK1576028A	0
O14757	GSK1581427A	0
O14757	GSK1581428A	0
O14757	GSK1649598A	0
O14757	GSK1660450B	0
O14757	GSK204919_KCGS	0
O14757	GSK2177277A	0
O14757	GSK2181306A	0
O14757	GSK2188764A	0
O14757	GSK223675A	0
O14757	GSK260205A	0
O14757	GSK507274A	0
O14757	GSK561866B	0
O14757	GSK614526A	0
O14757	GSK619487A	0
O14757	GSK840	0
O14757	GSK902056A	0
O14757	GSK938890A	0
O14757	GSK949675A	0
O14757	GW271431X	0
O14757	GW305178X	0
O14757	GW406108X	0
O14757	GW435821X_KCGS	0
O14757	GW440137A	0
O14757	GW440139A	0
O14757	GW441806A	0
O14757	GW493036X	0
O14757	GW494601A	0
O14757	GW494610A	0
O14757	GW552771X	0
O14757	GW557777X	0
O14757	GW579362A	0
O14757	GW581744X	0
O14757	GW589933X	0
O14757	GW622475X	0
O14757	GW693481X	0
O14757	GW694077X	0
O14757	GW695874X	0
O14757	GW696155X	0
O14757	GW709213X	0
O14757	GW767488X	0
O14757	GW777257X	0
O14757	GW778894X	0
O14757	GW779439X_PKIS1	0
O14757	GW780056X	0
O14757	GW780159X	0
O14757	GW786460X	0
O14757	GW801372X	0
O14757	GW810372X	0
O14757	GW810576X	0
O14757	GW830707A	0
O14757	GW835314X	0
O14757	GW855857X	0
O14757	GW857175X	0
O14757	GW868318X	0
O14757	GW869640X	0
O14757	GW869641X	0
O14757	GW872411X	0
O14757	GW876790X	0
O14757	JNK-IN-7	0
O14757	PFE-PKIS_21	0
O14757	PFE-PKIS_41	0
O14757	RO0281601-001	0
O14757	RO0282586-000	0
O14757	RO0282986-001	0
O14757	RO0283049-001	0
O14757	RO0283120-000	0
O14757	RO0317471-000	0
O14757	RO0317753-000	0
O14757	RO0318352-000	0
O14757	RO0318425-001	0
O14757	RO0318676-000	0
O14757	RO0319371-000	0
O14757	RO0320234-001	0
O14757	RO0320432-000	0
O14757	RO0320557-001	0
O14757	RO0480500-002	1
O14757	RO1155697-000	0
O14757	RO1166259-000	0
O14757	RO3202312-001	0
O14757	RO3206173-000	0
O14757	RO3303470-000	0
O14757	RO3303724-001	0
O14757	RO3304774-001	0
O14757	RO3305411-001	0
O14757	RO3305413-001	0
O14757	RO3308271-001	0
O14757	RO3309180-001	0
O14757	RO3310867-000	0
O14757	RO3311017-001	0
O14757	RO4367438-000	0
O14757	RO4367842-001	0
O14757	RO4442245-000	0
O14757	RO4493941-000	0
O14757	RO4503315-000	0
O14757	RO4602005-000	0
O14757	RO4624208-000	0
O14757	RO5027956-000	0
O14757	RO5033700-000	0
O14757	RO5036538-000	0
O14757	RO5036558-000	0
O14757	RO5040027-000	0
O14757	RO5043011-000	0
O14757	RO5043312-000	0
O14757	RO5045977-000	0
O14757	RO5067310-000	0
O14757	SB-219952	0
O14757	SB-220025-A	0
O14757	SB-220455	0
O14757	SB-221466	0
O14757	SB-222903	0
O14757	SB-223132	0
O14757	SB-223133	0
O14757	SB-226605	0
O14757	SB-226879	0
O14757	SB-236687	0
O14757	SB-238039-R	0
O14757	SB-239272	0
O14757	SB-242718	0
O14757	SB-242719	0
O14757	SB-249175	0
O14757	SB-250715	0
O14757	SB-251527	0
O14757	SB-264866	0
O14757	SB-284847-BT	0
O14757	SB-284851-BT	0
O14757	SB-284852-BT	0
O14757	SB-333613	0
O14757	SB-390526	0
O14757	SB-390530	0
O14757	SB-477794-AAA	0
O14757	SB-627772-A	0
O14757	SB-675259-M	0
O14757	SB-678557-A	0
O14757	SB-686709-A	0
O14757	SB-698596-AC	0
O14757	SB-725317	0
O14757	SB-731579	0
O14757	SB-732881	0
O14757	SB-732881-H	0
O14757	SB-747651A	0
O14757	SB-750140	0
O14757	SB-759335-B	0
O14757	SB-772077-B	0
O14757	TPKI-16	0
O14757	XMD-17-51	0
O14965	BI00036838	0
O14965	BI00601000	0
O14965	BI00645435	0
O14965	CA93.0	0
O14965	CCT241533	0
O14965	GSK1007102B	0
O14965	GSK1034945A	0
O14965	GSK114	0
O14965	GSK1173862A	0
O14965	GSK1229959A	0
O14965	GSK1307810A	0
O14965	GSK1325775A	0
O14965	GSK1383280A	0
O14965	GSK1383281A	0
O14965	GSK1389063A	0
O14965	GSK1487252A	0
O14965	GSK1520489A	1
O14965	GSK1558669A	1
O14965	GSK1576028A	1
O14965	GSK1581427A	0
O14965	GSK1581428A	0
O14965	GSK1649598A	0
O14965	GSK1660450B	0
O14965	GSK204919_KCGS	0
O14965	GSK2177277A	0
O14965	GSK2181306A	0
O14965	GSK2188764A	0
O14965	GSK223675A	0
O14965	GSK260205A	0
O14965	GSK507274A	0
O14965	GSK561866B	0
O14965	GSK614526A	0
O14965	GSK619487A	0
O14965	GSK840	0
O14965	GSK902056A	0
O14965	GSK938890A	0
O14965	GSK949675A	0
O14965	GW271431X	0
O14965	GW305178X	0
O14965	GW406108X	0
O14965	GW435821X_KCGS	0
O14965	GW440137A	0
O14965	GW440139A	0
O14965	GW441806A	0
O14965	GW493036X	0
O14965	GW494601A	0
O14965	GW494610A	0
O14965	GW552771X	0
O14965	GW557777X	0
O14965	GW579362A	0
O14965	GW581744X	0
O14965	GW589933X	0
O14965	GW622475X	0
O14965	GW693481X	0
O14965	GW694077X	0
O14965	GW695874X	0
O14965	GW696155X	0
O14965	GW709213X	0
O14965	GW767488X	0
O14965	GW777257X	0
O14965	GW778894X	0
O14965	GW779439X_PKIS1	0
O14965	GW780056X	0
O14965	GW780159X	0
O14965	GW786460X	0
O14965	GW801372X	0
O14965	GW810372X	0
O14965	GW810576X	0
O14965	GW830707A	0
O14965	GW835314X	0
O14965	GW855857X	0
O14965	GW857175X	0
O14965	GW868318X	0
O14965	GW869640X	0
O14965	GW869641X	0
O14965	GW872411X	0
O14965	GW876790X	0
O14965	JNK-IN-7	0
O14965	PFE-PKIS_21	0
O14965	PFE-PKIS_41	0
O14965	RO0281601-001	0
O14965	RO0282586-000	1
O14965	RO0282986-001	0
O14965	RO0283049-001	0
O14965	RO0283120-000	0
O14965	RO0317471-000	0
O14965	RO0317753-000	0
O14965	RO0318352-000	0
O14965	RO0318425-001	0
O14965	RO0318676-000	0
O14965	RO0319371-000	0
O14965	RO0320234-001	0
O14965	RO0320432-000	0
O14965	RO0320557-001	0
O14965	RO0480500-002	0
O14965	RO1155697-000	0
O14965	RO1166259-000	0
O14965	RO3202312-001	0
O14965	RO3206173-000	0
O14965	RO3303470-000	0
O14965	RO3303724-001	0
O14965	RO3304774-001	0
O14965	RO3305411-001	0
O14965	RO3305413-001	0
O14965	RO3308271-001	0
O14965	RO3309180-001	0
O14965	RO3310867-000	0
O14965	RO3311017-001	0
O14965	RO4367438-000	0
O14965	RO4367842-001	0
O14965	RO4442245-000	0
O14965	RO4493941-000	0
O14965	RO4503315-000	0
O14965	RO4602005-000	0
O14965	RO4624208-000	0
O14965	RO5027956-000	0
O14965	RO5033700-000	0
O14965	RO5036538-000	0
O14965	RO5036558-000	0
O14965	RO5040027-000	0
O14965	RO5043011-000	0
O14965	RO5043312-000	0
O14965	RO5045977-000	0
O14965	RO5067310-000	0
O14965	SB-219952	0
O14965	SB-220025-A	0
O14965	SB-220455	0
O14965	SB-221466	0
O14965	SB-222903	0
O14965	SB-223132	0
O14965	SB-223133	0
O14965	SB-226605	0
O14965	SB-226879	0
O14965	SB-236687	0
O14965	SB-238039-R	0
O14965	SB-239272	0
O14965	SB-242718	0
O14965	SB-242719	0
O14965	SB-249175	0
O14965	SB-250715	0
O14965	SB-251527	0
O14965	SB-264866	0
O14965	SB-284847-BT	0
O14965	SB-284851-BT	0
O14965	SB-284852-BT	0
O14965	SB-333613	0
O14965	SB-390526	0
O14965	SB-390530	0
O14965	SB-477794-AAA	0
O14965	SB-627772-A	0
O14965	SB-675259-M	0
O14965	SB-678557-A	0
O14965	SB-686709-A	0
O14965	SB-698596-AC	0
O14965	SB-725317	0
O14965	SB-731579	0
O14965	SB-732881	0
O14965	SB-732881-H	0
O14965	SB-747651A	0
O14965	SB-750140	0
O14965	SB-759335-B	0
O14965	SB-772077-B	0
O14965	TPKI-16	0
O14965	XMD-17-51	1
O14976	BI00036838	0
O14976	BI00601000	0
O14976	BI00645435	0
O14976	CA93.0	1
O14976	CCT241533	0
O14976	GSK1007102B	0
O14976	GSK1034945A	0
O14976	GSK114	1
O14976	GSK1173862A	1
O14976	GSK1229959A	0
O14976	GSK1307810A	0
O14976	GSK1325775A	0
O14976	GSK1383280A	0
O14976	GSK1383281A	0
O14976	GSK1389063A	0
O14976	GSK1487252A	0
O14976	GSK1520489A	0
O14976	GSK1558669A	0
O14976	GSK1576028A	0
O14976	GSK1581427A	0
O14976	GSK1581428A	0
O14976	GSK1649598A	1
O14976	GSK1660450B	0
O14976	GSK204919_KCGS	0
O14976	GSK2177277A	0
O14976	GSK2181306A	0
O14976	GSK2188764A	0
O14976	GSK223675A	0
O14976	GSK260205A	0
O14976	GSK507274A	0
O14976	GSK561866B	0
O14976	GSK614526A	0
O14976	GSK619487A	0
O14976	GSK840	0
O14976	GSK902056A	0
O14976	GSK938890A	0
O14976	GSK949675A	0
O14976	GW271431X	0
O14976	GW305178X	0
O14976	GW406108X	0
O14976	GW435821X_KCGS	0
O14976	GW440137A	0
O14976	GW440139A	0
O14976	GW441806A	0
O14976	GW493036X	0
O14976	GW494601A	1
O14976	GW494610A	1
O14976	GW552771X	0
O14976	GW557777X	1
O14976	GW579362A	0
O14976	GW581744X	0
O14976	GW589933X	0
O14976	GW622475X	0
O14976	GW693481X	0
O14976	GW694077X	0
O14976	GW695874X	0
O14976	GW696155X	0
O14976	GW709213X	0
O14976	GW767488X	0
O14976	GW777257X	0
O14976	GW778894X	0
O14976	GW779439X_PKIS1	0
O14976	GW780056X	0
O14976	GW780159X	0
O14976	GW786460X	0
O14976	GW801372X	0
O14976	GW810372X	0
O14976	GW810576X	0
O14976	GW830707A	1
O14976	GW835314X	0
O14976	GW855857X	0
O14976	GW857175X	0
O14976	GW868318X	0
O14976	GW869640X	0
O14976	GW869641X	0
O14976	GW872411X	0
O14976	GW876790X	0
O14976	JNK-IN-7	0
O14976	PFE-PKIS_21	0
O14976	PFE-PKIS_41	0
O14976	RO0281601-001	0
O14976	RO0282586-000	0
O14976	RO0282986-001	0
O14976	RO0283049-001	0
O14976	RO0283120-000	0
O14976	RO0317471-000	0
O14976	RO0317753-000	0
O14976	RO0318352-000	0
O14976	RO0318425-001	0
O14976	RO0318676-000	0
O14976	RO0319371-000	0
O14976	RO0320234-001	0
O14976	RO0320432-000	0
O14976	RO0320557-001	0
O14976	RO0480500-002	0
O14976	RO1155697-000	0
O14976	RO1166259-000	0
O14976	RO3202312-001	0
O14976	RO3206173-000	0
O14976	RO3303470-000	0
O14976	RO3303724-001	0
O14976	RO3304774-001	0
O14976	RO3305411-001	0
O14976	RO3305413-001	0
O14976	RO3308271-001	0
O14976	RO3309180-001	0
O14976	RO3310867-000	0
O14976	RO3311017-001	0
O14976	RO4367438-000	0
O14976	RO4367842-001	0
O14976	RO4442245-000	0
O14976	RO4493941-000	0
O14976	RO4503315-000	0
O14976	RO4602005-000	0
O14976	RO4624208-000	0
O14976	RO5027956-000	0
O14976	RO5033700-000	0
O14976	RO5036538-000	0
O14976	RO5036558-000	0
O14976	RO5040027-000	0
O14976	RO5043011-000	0
O14976	RO5043312-000	0
O14976	RO5045977-000	0
O14976	RO5067310-000	0
O14976	SB-219952	0
O14976	SB-220025-A	0
O14976	SB-220455	0
O14976	SB-221466	0
O14976	SB-222903	0
O14976	SB-223132	0
O14976	SB-223133	0
O14976	SB-226605	0
O14976	SB-226879	0
O14976	SB-236687	0
O14976	SB-238039-R	0
O14976	SB-239272	0
O14976	SB-242718	0
O14976	SB-242719	0
O14976	SB-249175	0
O14976	SB-250715	0
O14976	SB-251527	0
O14976	SB-264866	0
O14976	SB-284847-BT	0
O14976	SB-284851-BT	0
O14976	SB-284852-BT	0
O14976	SB-333613	0
O14976	SB-390526	0
O14976	SB-390530	0
O14976	SB-477794-AAA	0
O14976	SB-627772-A	0
O14976	SB-675259-M	0
O14976	SB-678557-A	0
O14976	SB-686709-A	0
O14976	SB-698596-AC	0
O14976	SB-725317	0
O14976	SB-731579	0
O14976	SB-732881	0
O14976	SB-732881-H	0
O14976	SB-747651A	0
O14976	SB-750140	0
O14976	SB-759335-B	0
O14976	SB-772077-B	0
O14976	TPKI-16	0
O14976	XMD-17-51	0
O60285	BI00036838	0
O60285	BI00601000	0
O60285	BI00645435	0
O60285	CA93.0	0
O60285	CCT241533	0
O60285	GSK1007102B	0
O60285	GSK1034945A	0
O60285	GSK114	0
O60285	GSK1173862A	0
O60285	GSK1229959A	0
O60285	GSK1307810A	0
O60285	GSK1325775A	0
O60285	GSK1383280A	0
O60285	GSK1383281A	0
O60285	GSK1389063A	0
O60285	GSK1487252A	0
O60285	GSK1520489A	0
O60285	GSK1558669A	0
O60285	GSK1576028A	0
O60285	GSK1581427A	0
O60285	GSK1581428A	0
O60285	GSK1649598A	0
O60285	GSK1660450B	0
O60285	GSK204919_KCGS	0
O60285	GSK2177277A	1
O60285	GSK2181306A	1
O60285	GSK2188764A	1
O60285	GSK223675A	0
O60285	GSK260205A	0
O60285	GSK507274A	0
O60285	GSK561866B	0
O60285	GSK614526A	0
O60285	GSK619487A	0
O60285	GSK840	0
O60285	GSK902056A	0
O60285	GSK938890A	0
O60285	GSK949675A	0
O60285	GW271431X	0
O60285	GW305178X	1
O60285	GW406108X	0
O60285	GW435821X_KCGS	0
O60285	GW440137A	0
O60285	GW440139A	0
O60285	GW441806A	0
O60285	GW493036X	0
O60285	GW494601A	0
O60285	GW494610A	0
O60285	GW552771X	0
O60285	GW557777X	0
O60285	GW579362A	0
O60285	GW581744X	0
O60285	GW589933X	1
O60285	GW622475X	0
O60285	GW693481X	0
O60285	GW694077X	0
O60285	GW695874X	0
O60285	GW696155X	0
O60285	GW709213X	0
O60285	GW767488X	0
O60285	GW777257X	0
O60285	GW778894X	0
O60285	GW779439X_PKIS1	0
O60285	GW780056X	1
O60285	GW780159X	0
O60285	GW786460X	0
O60285	GW801372X	0
O60285	GW810372X	0
O60285	GW810576X	0
O60285	GW830707A	0
O60285	GW835314X	0
O60285	GW855857X	0
O60285	GW857175X	0
O60285	GW868318X	0
